"V1","V2","V3","V4","V5","V6"
42.4106815,30.50018775,30.00872875,29.83066575,28.056077,19.19365925
42.39964125,30.49847025,30.00909525,29.83338,28.0632435,19.19616975
40.47297975,29.66318275,29.255756,29.09113525,27.44097175,19.245797
