"Radius:"
"20"
"Time:"
"5510.473"
"Radius:"
"10"
"Time:"
"5620.112"
"Radius:"
"30"
"Time:"
"5740.091"
"Radius:"
"40"
"Time:"
"6234.809"
"Radius:"
"50"
"Time:"
"6679.718"
"Radius:"
"0"
"Time:"
"6813.842"
"Radius:"
"60"
"Time:"
"7298.506"
"Radius:"
"70"
"Time:"
"7384.422"
"Radius:"
"80"
"Time:"
"8303.207"
"Radius:"
"90"
"Time:"
"8618.265"
"Radius:"
"100"
"Time:"
"8671.114"
"Radius:"
"110"
"Time:"
"9633.35"
"Radius:"
"120"
"Time:"
"9654.822"
"Radius:"
"130"
"Time:"
"10190.889"
"Radius:"
"140"
"Time:"
"11643.808"
"Radius:"
"150"
"Time:"
"12089.024"
"Radius:"
"160"
"Time:"
"12100.125"
"Radius:"
"170"
"Time:"
"13728.261"
"Radius:"
"190"
"Time:"
"14592.565"
"Radius:"
"200"
"Time:"
"14649.381"
"Radius:"
"180"
"Time:"
"14692.699"
"Radius:"
"210"
"Time:"
"15924.206"
"Radius:"
"220"
"Time:"
"16361.87"
"Radius:"
"230"
"Time:"
"16908.598"
"Radius:"
"240"
"Time:"
"17499.992"
"Radius:"
"260"
"Time:"
"17565.084"
"Radius:"
"250"
"Time:"
"17712.373"
"Radius:"
"280"
"Time:"
"18581.703"
"Radius:"
"320"
"Time:"
"18973.214"
"Radius:"
"290"
"Time:"
"19295.39"
"Radius:"
"270"
"Time:"
"19510.709"
"Radius:"
"310"
"Time:"
"19559.631"
"Radius:"
"300"
"Time:"
"19922.326"
"Radius:"
"330"
"Time:"
"20592.611"
"Radius:"
"360"
"Time:"
"20629.282"
"Radius:"
"370"
"Time:"
"20799.924"
"Radius:"
"350"
"Time:"
"20947.407"
"Radius:"
"440"
"Time:"
"21418.393"
"Radius:"
"420"
"Time:"
"21508.113"
"Radius:"
"390"
"Time:"
"21932.79"
"Radius:"
"380"
"Time:"
"21990.257"
"Radius:"
"430"
"Time:"
"22036.726"
"Radius:"
"340"
"Time:"
"22194.091"
"Radius:"
"410"
"Time:"
"22989.032"
"Radius:"
"460"
"Time:"
"23118.695"
"Radius:"
"510"
"Time:"
"23194.122"
"Radius:"
"500"
"Time:"
"23243.098"
"Radius:"
"550"
"Time:"
"23469.768"
"Radius:"
"520"
"Time:"
"23566.129"
"Radius:"
"480"
"Time:"
"23610.453"
"Radius:"
"600"
"Time:"
"23743.547"
"Radius:"
"590"
"Time:"
"23975.906"
"Radius:"
"470"
"Time:"
"24088.873"
"Radius:"
"490"
"Time:"
"24203.451"
"Radius:"
"400"
"Time:"
"24209.763"
"Radius:"
"560"
"Time:"
"24236.343"
"Radius:"
"450"
"Time:"
"24393.668"
"Radius:"
"530"
"Time:"
"24689.685"
"Radius:"
"580"
"Time:"
"24801.085"
"Radius:"
"540"
"Time:"
"25022.287"
"Radius:"
"570"
"Time:"
"25022.853"
